0
0
0
0
0
1
0
0
0
0
0
0
0
5
0
1
0
0
0
0
1,1
1
8
0
6
1
4
1,3
1,5
2,4
3,6
3,1
4,5
3,8
1,3
3,4
5
1,7
1,2
2,3
6
1,2
