0
1
1
1,5
1
1,6
0
0
0
0
1
0
0
2,1
1
4,4
9
9
1
1,7
1,6
1,8
2,5
2,2
2,5
9
1,7
2,5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
